,Year,Team,index,Player,Position,Base_Salary,Signing_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restruct_Bonus,Misc,Dead_Cap,Cap_Hit,Cap_Pct
23008,2016,washington-redskins,7,"Scherff
Brandon Scherff ",G,"$525,000","$3,422,388","$874,347",-,-,-,-,"($12,986,511)",4821735.0,3.30
23009,2016,washington-redskins,8,"Baker
Chris Baker ",DT,"$2,700,000","$1,000,000","$250,000",-,"$50,000",-,"$275,000","($3,750,000)",4275000.0,2.92
23010,2016,washington-redskins,9,"Reed
Jordan Reed ",TE,"$1,250,000","$1,937,278","$218,750",-,-,-,-,"($14,000,000)",3406028.0,2.33
23011,2016,washington-redskins,10,"Jean Francois
Ricky Jean Francois ",DT,"$2,000,000","$1,000,000",-,-,-,-,-,"($4,000,000)",3000000.0,2.05
23012,2016,washington-redskins,11,"Lichtensteiger
Kory Lichtensteiger ",C,"$2,000,000","$550,000","$78,125",-,-,-,-,"($3,100,000)",2628125.0,1.80
23013,2016,washington-redskins,12,"Davis
Vernon Davis ",TE,"$1,350,000","$500,000","$431,250",-,"$100,000",-,-,"($2,100,000)",2381250.0,1.63
23014,2016,washington-redskins,13,"McCoy
Colt McCoy ",QB,"$1,000,000","$600,000","$200,000",-,-,-,-,"($2,800,000)",1800000.0,1.23
23015,2016,washington-redskins,14,"Smith
Preston Smith ",OLB,"$697,698","$615,792",-,-,-,-,-,"($2,545,074)",1313490.0,0.90
23016,2016,washington-redskins,15,"Murphy
Trent Murphy ",OLB,"$826,618","$393,236",-,-,-,-,-,"($786,472)",1219854.0,0.83
23017,2016,washington-redskins,16,"Sundberg
Nick Sundberg ",LS,"$1,000,000","$162,500",-,-,-,-,-,"($1,162,500)",1162500.0,0.79
23018,2016,washington-redskins,17,"Foster
Mason Foster ",ILB,"$925,000","$175,000",-,-,-,-,-,"($1,275,000)",1100000.0,0.75
23019,2016,washington-redskins,18,"Blackmon
Will Blackmon ",CB,"$900,000","$75,000",-,-,-,-,-,"($1,050,000)",975000.0,0.67
23020,2016,washington-redskins,19,"Jenkins
Cullen Jenkins ",DE,"$927,058",-,-,-,-,-,-,-,927058.0,0.63
23021,2016,washington-redskins,20,"Carrier
Derek Carrier ",TE,"$800,000",-,"$75,000",-,"$25,000",-,-,"($825,000)",900000.0,0.62
23022,2016,washington-redskins,21,"Moses
Morgan Moses ",RT,"$680,000","$174,394",-,-,"$10,000",-,-,"($358,788)",864394.0,0.59
23023,2016,washington-redskins,22,"Way
Tress Way ",P,"$600,000","$250,000",-,-,-,-,-,"($1,850,000)",850000.0,0.58
23024,2016,washington-redskins,23,"Cravens
Su'a Cravens ",S,"$450,000","$355,630",-,-,-,-,-,"($2,073,930)",805630.0,0.55
23025,2016,washington-redskins,24,"Long
Spencer Long ",C,"$600,000","$153,450",-,-,"$10,000",-,-,"($316,900)",763450.0,0.52
23026,2016,washington-redskins,25,"Garvin
Terence Garvin ",ILB,"$675,000","$75,000",-,-,-,-,-,"($75,000)",750000.0,0.51
23027,2016,washington-redskins,26,"Sullivan
John Sullivan ",C,"$728,823",-,-,-,-,-,-,-,728823.0,0.50
23028,2016,washington-redskins,27,"Breeland
Bashaud Breeland ",CB,"$600,000","$121,500",-,-,-,-,-,"($243,000)",721500.0,0.49
23029,2016,washington-redskins,28,"Jones
Matt Jones ",RB,"$539,000","$149,854",-,-,"$10,000",-,-,"($459,562)",698854.0,0.48
23030,2016,washington-redskins,29,"Toler
Greg Toler ",CB,"$760,000","$80,000",-,-,-,-,-,"($840,000)",680000.0,0.46
23031,2016,washington-redskins,30,"Ihenacho
Duke Ihenacho ",SS,"$675,000",-,-,-,-,-,-,-,675000.0,0.46
23032,2016,washington-redskins,31,"Thompson
Chris Thompson ",RB,"$675,000",-,-,-,-,-,-,-,675000.0,0.46
23033,2016,washington-redskins,32,"Crowder
Jamison Crowder ",WR,"$525,000","$136,406",-,-,-,-,-,"($409,218)",661406.0,0.45
23034,2016,washington-redskins,33,"Kouandjio
Arie Kouandjio ",G,"$525,000","$130,417",-,-,-,-,-,"($391,253)",655417.0,0.45
23035,2016,washington-redskins,34,"Grant
Ryan Grant ",WR,"$600,000","$53,403",-,-,-,-,-,"($106,806)",653403.0,0.45
23036,2016,washington-redskins,35,"Fuller
Kendall Fuller ",CB,"$450,000","$179,606",-,-,-,-,-,"($718,424)",629606.0,0.43
23037,2016,washington-redskins,36,"Hood
Evander Hood ",DE,"$885,000","$20,000","$5,625",-,-,-,-,"($905,000)",625625.0,0.43
23038,2016,washington-redskins,37,"Compton
Will Compton ",ILB,"$600,000",-,-,-,-,-,-,-,600000.0,0.41
23039,2016,washington-redskins,38,"Hopkins
Dustin Hopkins ",K,"$600,000",-,-,-,-,-,-,-,600000.0,0.41
23040,2016,washington-redskins,39,"Nsekhe
Ty Nsekhe ",LT,"$600,000",-,-,-,-,-,-,-,600000.0,0.41
23041,2016,washington-redskins,40,"Dunbar
Quinton Dunbar ",CB,"$525,000",-,-,-,-,-,-,-,525000.0,0.36
23042,2016,washington-redskins,41,"Everett
Deshazor Everett ",SS,"$525,000",-,-,-,-,-,-,-,525000.0,0.36
23043,2016,washington-redskins,42,"Spaight
Martrell Spaight ",ILB,"$450,000","$59,487",-,-,-,-,-,"($178,465)",509487.0,0.35
23044,2016,washington-redskins,43,"Sudfeld
Nate Sudfeld ",QB,"$450,000","$34,333",-,-,-,-,-,"($137,335)",484333.0,0.33
23045,2016,washington-redskins,44,"Kelley
Rob Kelley ",RB,"$450,000","$1,000",-,-,-,-,-,"($3,000)",451000.0,0.31
23046,2016,washington-redskins,45,"Painter
Vinston Painter ",RT,"$432,348",-,-,-,-,-,-,-,432348.0,0.30
23047,2016,washington-redskins,46,"Ioannidis
Matthew Ioannidis ",DE,"$397,058",-,-,-,-,-,-,-,397058.0,0.27
23048,2016,washington-redskins,47,"Harris
Maurice Harris ",WR,"$291,170",-,-,-,-,-,-,-,291170.0,0.20
23049,2016,washington-redskins,48,"Brown
Mack Brown ",RB,"$264,700",-,-,-,-,-,-,-,264700.0,0.18
23050,2016,washington-redskins,49,"Phillips
Dashaun Phillips ",CB,"$61,764",-,-,-,-,-,-,-,61764.0,0.04
23051,2016,washington-redskins,50,"Vigil
Zach Vigil ",OLB,"$61,764",-,-,-,-,-,-,-,61764.0,0.04
23052,2016,washington-redskins,51,"Trail
Lynden Trail ",OLB,"$52,940",-,-,-,-,-,-,-,52940.0,0.04
23053,2016,washington-redskins,52,"Evans
Josh Evans ",SS,"$39,705",-,-,-,-,-,-,-,39705.0,0.03
23054,2016,washington-redskins,54,HallDeAngelo Hall ,CB,"$4,250,000","$812,500",-,-,-,-,-,"($5,875,000)",5062500.0,3.46
23055,2016,washington-redskins,55,DoctsonJosh Doctson ,WR,"$338,288","$1,377,207",-,-,-,-,-,"($10,049,642)",1715495.0,1.17
23056,2016,washington-redskins,56,PaulNiles Paul ,TE,"$1,250,000","$333,333",-,-,-,-,-,"($1,916,666)",1583333.0,1.08
23057,2016,washington-redskins,57,GolstonKedric Golston ,DT,"$985,000",-,"$20,000",-,-,-,-,"($1,005,000)",620000.0,0.42
23058,2016,washington-redskins,58,BatesHouston Bates ,OLB,"$525,000",-,-,-,-,-,-,-,525000.0,0.36
23059,2016,washington-redskins,59,WhitnerDonte Whitner ,SS,"$753,235",-,-,-,-,-,-,-,458823.0,0.31
23060,2016,washington-redskins,60,LanierAnthony Lanier ,DE,"$450,000","$2,666",-,-,-,-,-,"($8,000)",452666.0,0.31
23061,2016,washington-redskins,61,DanielsSteven Daniels ,ILB,"$333,000","$19,324",-,-,-,-,-,"($77,296)",352324.0,0.24
23062,2016,washington-redskins,62,MarshallKeith Marshall ,RB,"$333,000","$16,387",-,-,-,-,-,"($65,550)",349387.0,0.24
23063,2016,washington-redskins,63,BowenKevin Bowen ,T,"$333,000","$2,333",-,-,-,-,-,"($7,000)",335333.0,0.23
23064,2016,washington-redskins,64,DiggsReginald Diggs ,WR,"$333,000",$666,-,-,-,-,-,"($2,000)",333666.0,0.23
23065,2016,washington-redskins,66,GaletteJunior Galette,OLB,"$500,000",-,-,-,"$100,000",-,-,"($1,100,000)",600000.0,0.41
23066,2016,washington-redskins,68,HatcherJason Hatcher,DE,-,"$4,500,000",-,-,-,-,-,-,4500000.0,3.08
23067,2016,washington-redskins,69,RobertsAndre Roberts,WR,-,"$2,000,000",-,-,-,-,-,-,2000000.0,1.37
23068,2016,washington-redskins,70,BrutonDavid Bruton,SS,"$900,000","$833,333",-,-,-,-,-,-,1733333.0,1.18
23069,2016,washington-redskins,71,ReyesKendall Reyes,DE,"$1,400,000","$100,000","$25,000",-,-,-,-,-,1525000.0,1.04
23070,2016,washington-redskins,72,CulliverChris Culliver,CB,-,"$1,250,000",-,-,-,-,-,-,1250000.0,0.85
23071,2016,washington-redskins,73,PaeaStephen Paea,DT,-,"$1,250,000",-,-,-,-,-,-,1250000.0,0.85
23072,2016,washington-redskins,74,RileyPerry Riley,ILB,-,"$1,000,000",-,"$49,804",-,-,-,-,1049804.0,0.72
23073,2016,washington-redskins,75,RossRashad Ross,WR,"$463,230",-,-,-,-,-,-,-,463230.0,0.32
23074,2016,washington-redskins,76,PhillipsDashaun Phillips,CB,"$336,420",-,-,-,-,-,-,-,336420.0,0.23
23075,2016,washington-redskins,77,AmersonDavid Amerson,CB,-,"$295,164",-,-,-,-,-,-,295164.0,0.20
23076,2016,washington-redskins,78,JohnsonJeron Johnson,SS,-,"$175,000",-,-,-,-,-,-,175000.0,0.12
23077,2016,washington-redskins,79,EvansJosh Evans,SS,"$119,117",-,-,-,-,-,-,-,119117.0,0.08
23078,2016,washington-redskins,80,SaxtonWes Saxton,TE,"$117,300",-,-,-,-,-,-,-,117300.0,0.08
23079,2016,washington-redskins,81,ThompsonKendal Thompson,WR,"$117,300",-,-,-,-,-,-,-,117300.0,0.08
23080,2016,washington-redskins,82,WilliamsIsaiah Williams,WR,"$117,300",-,-,-,-,-,-,-,117300.0,0.08
23081,2016,washington-redskins,83,FrancisA.J. Francis,DE,"$104,294",-,-,-,-,-,-,-,104294.0,0.07
23082,2016,washington-redskins,84,PatrickRonald Patrick,C,"$103,500",-,-,-,-,-,-,-,103500.0,0.07
23083,2016,washington-redskins,85,HaywardAdam Hayward,OLB,-,"$100,000",-,-,-,-,-,-,100000.0,0.07
23084,2016,washington-redskins,86,MitchelTevin Mitchel,CB,-,"$99,873",-,-,-,-,-,-,99873.0,0.07
23085,2016,washington-redskins,87,SmithTye Smith,CB,"$96,600",-,-,-,-,-,-,-,96600.0,0.07
23086,2016,washington-redskins,88,SpencerEvan Spencer,WR,-,"$94,932",-,-,-,-,-,-,94932.0,0.06
23087,2016,washington-redskins,89,ReiterAustin Reiter,C,"$33,370","$56,193",-,-,-,-,-,-,89563.0,0.06
23088,2016,washington-redskins,90,MbuJoey Mbu,DT,"$82,800",-,-,-,-,-,-,-,82800.0,0.06
23089,2016,washington-redskins,91,LeRibeusJosh LeRibeus,C,-,"$80,000",-,-,-,-,-,-,80000.0,0.05
23090,2016,washington-redskins,92,ClausellBlaine Clausell,T,"$79,410",-,-,-,-,-,-,-,79410.0,0.05
23091,2016,washington-redskins,93,IoannidisMatthew Ioannidis,DE,"$13,800","$61,223",-,-,-,-,-,-,75023.0,0.05
23092,2016,washington-redskins,94,HazelMatt Hazel,WR,"$69,000",-,-,-,-,-,-,-,69000.0,0.05
23093,2016,washington-redskins,95,LovatoRick Lovato,LS,"$52,940",-,-,-,-,-,-,-,52940.0,0.04
23094,2016,washington-redskins,96,BrownMack Brown,RB,"$48,300",-,-,-,-,-,-,-,48300.0,0.03
23095,2016,washington-redskins,97,FieldsCarlos Fields,OLB,"$48,300",-,-,-,-,-,-,-,48300.0,0.03
23096,2016,washington-redskins,98,HarrisMaurice Harris,WR,"$41,400","$1,166",-,-,-,-,-,-,42566.0,0.03
23097,2016,washington-redskins,99,HillJordan Hill,DT,"$39,705",-,-,-,-,-,-,-,39705.0,0.03
23098,2016,washington-redskins,100,MoodyNick Moody,ILB,"$39,705",-,-,-,-,-,-,-,39705.0,0.03
23099,2016,washington-redskins,101,PaulsenLogan Paulsen,TE,-,"$35,000",-,-,-,-,-,-,35000.0,0.02
23100,2016,washington-redskins,102,HightowerLee Hightower,S,"$34,500",-,-,-,-,-,-,-,34500.0,0.02
23101,2016,washington-redskins,103,JarrettKyshoen Jarrett,FS,-,"$33,907",-,-,-,-,-,-,33907.0,0.02
23102,2016,washington-redskins,104,RichardsonBobby Richardson,DE,"$27,600",-,-,-,-,-,-,-,27600.0,0.02
23103,2016,washington-redskins,105,FanaikaJason Fanaika,DE,"$20,700",-,-,-,-,-,-,-,20700.0,0.01
23104,2016,washington-redskins,106,PainterVinston Painter,RT,"$20,700",-,-,-,-,-,-,-,20700.0,0.01
23105,2016,washington-redskins,107,RandolphShakiel Randolph,S,"$20,700",-,-,-,-,-,-,-,20700.0,0.01
23106,2016,washington-redskins,108,TrailLynden Trail,OLB,"$20,700",-,-,-,-,-,-,-,20700.0,0.01
23107,2016,washington-redskins,109,CofieldTakoby Cofield,T,-,"$16,667",-,-,-,-,-,-,16667.0,0.01
23108,2016,washington-redskins,110,ColeyTrevon Coley,DT,"$13,800",-,-,-,-,-,-,-,13800.0,0.01
23109,2016,washington-redskins,111,NixLouis Nix,DT,"$13,800",-,-,-,-,-,-,-,13800.0,0.01
23110,2016,washington-redskins,112,CarringtonLloyd Carrington,CB,"$6,900",-,-,-,-,-,-,-,6900.0,0.00
23111,2016,washington-redskins,113,DanielRobertson Daniel,CB,"$6,900",-,-,-,-,-,-,-,6900.0,0.00
23112,2016,washington-redskins,114,HerreraAmarlo Herrera,ILB,"$6,900",-,-,-,-,-,-,-,6900.0,0.00
23113,2016,washington-redskins,115,JohnsonRufus Johnson,OLB,"$6,900",-,-,-,-,-,-,-,6900.0,0.00
23114,2016,washington-redskins,116,KasitatiNila Kasitati,G,"$6,900",-,-,-,-,-,-,-,6900.0,0.00
23115,2016,washington-redskins,117,KerridgeJoe Kerridge,FB,"$6,900",-,-,-,-,-,-,-,6900.0,0.00
23116,2016,washington-redskins,118,CrawfordCorey Crawford,DE,-,"$5,000",-,-,-,-,-,-,5000.0,0.00
23117,2016,washington-redskins,119,JacksonDominick Jackson,T,-,"$5,000",-,-,-,-,-,-,5000.0,0.00
23118,2016,washington-redskins,120,CarterTevin Carter,S,-,"$4,000",-,-,-,-,-,-,4000.0,0.00
23119,2016,washington-redskins,121,GoreJoe Gore,T,-,"$3,000",-,-,-,-,-,-,3000.0,0.00
23120,2016,washington-redskins,122,ReddSilas Redd,RB,-,"$2,668",-,-,-,-,-,-,2668.0,0.00
23121,2016,washington-redskins,123,JonesTony Jones,WR,-,"$1,667",-,-,-,-,-,-,1667.0,0.00
23122,2016,washington-redskins,124,MahinaDevin Mahina,TE,-,"$1,667",-,-,-,-,-,-,1667.0,0.00
23123,2016,washington-redskins,125,DavisShiro Davis,DE,-,"$1,666",-,-,-,-,-,-,1666.0,0.00
23124,2016,washington-redskins,126,Matias-SmithGeno Matias-Smith,S,-,"$1,666",-,-,-,-,-,-,1666.0,0.00
23125,2016,washington-redskins,127,BellReggie Bell,WR,-,$667,-,-,-,-,-,-,667.0,0.00
23126,2016,washington-redskins,128,DavisDyshawn Davis,LB,-,$667,-,-,-,-,-,-,667.0,0.00
23127,2016,washington-redskins,129,DunbarQuinton Dunbar,CB,-,$667,-,-,-,-,-,-,667.0,0.00
23128,2016,washington-redskins,130,CooperMichael Cooper,TE,-,$500,-,-,-,-,-,-,500.0,0.00
23129,2017,washington-redskins,0,"Cousins
Kirk Cousins ",QB,"$23,943,600",-,-,-,-,-,-,"($23,943,600)",23943600.0,13.68
23130,2017,washington-redskins,1,"Norman
Josh Norman ",CB,"$16,500,000","$3,000,000","$500,000",-,-,-,-,"($28,500,000)",20000000.0,11.43
23131,2017,washington-redskins,2,"Kerrigan
Ryan Kerrigan ",OLB,"$8,250,000","$3,200,000","$250,000",-,-,-,-,"($17,850,000)",11700000.0,6.69
23132,2017,washington-redskins,3,"Scherff
Brandon Scherff ",G,"$615,000","$3,422,388","$1,748,694",-,-,-,-,"($9,913,470)",5786082.0,3.31
23133,2017,washington-redskins,4,"McClain
Terrell McClain ",DE,"$2,250,000","$1,250,000","$234,375",-,-,-,-,"($10,500,000)",3734375.0,2.13
23134,2017,washington-redskins,5,"Moses
Morgan Moses ",RT,"$1,297,000","$2,074,394","$250,000",-,-,-,-,"($14,221,394)",3621394.0,2.07
23135,2017,washington-redskins,6,"McCoy
Colt McCoy ",QB,"$2,800,000","$600,000","$200,000",-,-,-,-,"($4,000,000)",3600000.0,2.06
23136,2017,washington-redskins,7,"Davis
Vernon Davis ",TE,"$2,000,000","$1,333,333",-,-,-,-,-,"($7,500,000)",3333333.0,1.90
23137,2017,washington-redskins,8,"Swearinger
D.J. Swearinger ",FS,"$2,000,000","$1,333,333",-,-,-,-,-,"($6,000,000)",3333333.0,1.90
23138,2017,washington-redskins,9,"McGee
Stacy McGee ",DT,"$2,250,000","$800,000","$140,625",-,-,-,-,"($6,250,000)",3190625.0,1.82
23139,2017,washington-redskins,10,"Brown
Zach Brown ",ILB,"$1,550,000","$500,000","$250,000",-,-,-,"$250,000","($2,050,000)",2550000.0,1.46
23140,2017,washington-redskins,11,"Doctson
Josh Doctson ",WR,"$906,802","$1,377,207",-,-,-,-,-,"($8,222,435)",2284009.0,1.31
23141,2017,washington-redskins,12,"Paul
Niles Paul ",TE,"$1,750,000","$333,334","$125,000",-,-,-,-,"($2,083,334)",2208334.0,1.26
23142,2017,washington-redskins,13,"Breeland
Bashaud Breeland ",CB,"$1,797,000","$121,500",-,-,-,-,-,"($121,500)",1918500.0,1.10
23143,2017,washington-redskins,14,"Hall
DeAngelo Hall ",CB,"$1,100,000","$812,500",-,-,-,-,-,"($1,912,500)",1912500.0,1.09
23144,2017,washington-redskins,15,"Smith
Preston Smith ",OLB,"$960,395","$615,792",-,-,-,-,-,"($1,231,584)",1576187.0,0.90
23145,2017,washington-redskins,16,"Way
Tress Way ",P,"$1,100,000","$250,000","$150,000",-,-,-,-,"($1,900,000)",1500000.0,0.86
23146,2017,washington-redskins,17,"Hood
Evander Hood ",DE,"$900,000","$150,000","$250,000",-,-,-,-,"($1,200,000)",1300000.0,0.74
23147,2017,washington-redskins,18,"Sundberg
Nick Sundberg ",LS,"$900,000","$152,500",-,-,-,-,-,"($1,510,000)",1052500.0,0.60
23148,2017,washington-redskins,19,"Anderson
Ryan Anderson ",OLB,"$465,000","$503,131",-,-,-,-,-,"($2,719,559)",968131.0,0.55
23149,2017,washington-redskins,20,"Dunbar
Quinton Dunbar ",CB,"$615,000","$250,334",-,-,-,-,-,-,865334.0,0.49
23150,2017,washington-redskins,21,"Galette
Junior Galette ",OLB,"$775,000",-,"$25,000",-,-,-,-,"($800,000)",800000.0,0.46
23151,2017,washington-redskins,22,"Crowder
Jamison Crowder ",WR,"$615,000","$136,406",-,-,-,-,-,"($272,812)",751406.0,0.43
23152,2017,washington-redskins,23,"Grant
Ryan Grant ",WR,"$690,000","$53,403",-,-,-,-,-,"($53,403)",743403.0,0.42
23153,2017,washington-redskins,24,"Fuller
Kendall Fuller ",CB,"$557,500","$179,606",-,-,-,-,-,"($538,818)",737106.0,0.42
23154,2017,washington-redskins,25,"Quick
Brian Quick ",WR,"$775,000","$80,000",-,-,-,-,-,"($855,000)",695000.0,0.40
23155,2017,washington-redskins,26,"Hopkins
Dustin Hopkins ",K,"$690,000",-,-,-,-,-,-,-,690000.0,0.39
23156,2017,washington-redskins,27,"Nsekhe
Ty Nsekhe ",LT,"$690,000",-,-,-,-,-,-,-,690000.0,0.39
23157,2017,washington-redskins,28,"Spaight
Martrell Spaight ",ILB,"$615,000","$59,487",-,-,-,-,-,-,674487.0,0.39
23158,2017,washington-redskins,29,"Moreau
Fabian Moreau ",CB,"$465,000","$206,348",-,-,-,-,-,"($825,392)",671348.0,0.38
23159,2017,washington-redskins,30,"Perine
Samaje Perine ",RB,"$465,000","$164,945",-,-,-,-,-,"($659,781)",629945.0,0.36
23160,2017,washington-redskins,31,"Dunbar
Quinton Dunbar ",CB,"$615,000",-,-,-,-,-,-,-,615000.0,0.35
23161,2017,washington-redskins,32,"Everett
Deshazor Everett ",SS,"$615,000",-,-,-,-,-,-,-,615000.0,0.35
23162,2017,washington-redskins,33,"Lanier
Anthony Lanier ",DE,"$540,000","$2,666",-,-,-,-,-,"($5,334)",542666.0,0.31
23163,2017,washington-redskins,34,"Ioannidis
Matthew Ioannidis ",DE,"$540,000",-,-,-,-,-,-,-,540000.0,0.31
23164,2017,washington-redskins,35,"Sprinkle
Jeremy Sprinkle ",TE,"$465,000","$69,125",-,-,-,-,-,"($276,503)",534125.0,0.31
23165,2017,washington-redskins,36,"Roullier
Chase Roullier ",C,"$465,000","$36,792",-,-,-,-,-,"($147,168)",501792.0,0.29
23166,2017,washington-redskins,37,"Harvey-Clemons
Josh Harvey-Clemons ",ILB,"$465,000","$21,076",-,-,-,-,-,"($84,306)",486076.0,0.28
23167,2017,washington-redskins,38,"Holsey
Joshua Holsey ",CB,"$465,000","$20,236",-,-,-,-,-,"($80,946)",485236.0,0.28
23168,2017,washington-redskins,39,"Bergstrom
Tony Bergstrom ",C,"$455,882",-,-,-,-,-,-,-,455882.0,0.26
23169,2017,washington-redskins,40,"Kouandjio
Arie Kouandjio ",G,"$361,765",-,-,-,-,-,-,-,361764.0,0.21
23170,2017,washington-redskins,41,"Harris
Maurice Harris ",WR,"$254,118",-,-,-,-,-,-,-,254117.0,0.15
23171,2017,washington-redskins,42,"Vigil
Zach Vigil ",OLB,"$253,235",-,-,-,-,-,-,-,253235.0,0.14
23172,2017,washington-redskins,43,"Francis
A.J. Francis ",DE,"$217,059",-,-,-,-,-,-,-,217058.0,0.12
23173,2017,washington-redskins,44,"Rhaney
Demetrius Rhaney ",C,"$217,059",-,-,-,-,-,-,-,217058.0,0.12
23174,2017,washington-redskins,45,"Catalina
Tyler Catalina ",T,"$191,471",-,-,-,-,-,-,-,191470.0,0.11
23175,2017,washington-redskins,46,"Davis
Robert Davis ",WR,"$109,412",-,-,-,-,-,-,-,109412.0,0.06
23176,2017,washington-redskins,47,"Kalis
Kyle Kalis ",T,"$109,412",-,-,-,-,-,-,-,109412.0,0.06
23177,2017,washington-redskins,48,"Bibbs
Kapri Bibbs ",RB,"$108,528",-,-,-,-,-,-,-,108528.0,0.06
23178,2017,washington-redskins,49,"Peters
Otha Peters ",OLB,"$82,059",-,-,-,-,-,-,-,82059.0,0.05
23179,2017,washington-redskins,50,"Robertson
Pete Robertson ",OLB,"$82,059",-,-,-,-,-,-,-,82059.0,0.05
23180,2017,washington-redskins,51,"Ogunbowale
Dare Ogunbowale ",RB,"$54,706",-,-,-,-,-,-,-,54706.0,0.03
23181,2017,washington-redskins,52,"Smithson
Fish Smithson ",S,"$54,706",-,-,-,-,-,-,-,54706.0,0.03
23182,2017,washington-redskins,53,"Garner
Manasseh Garner ",RB,"$27,353",-,-,-,-,-,-,-,27353.0,0.02
23183,2017,washington-redskins,55,WilliamsTrent Williams ,LT,"$11,250,000","$1,700,000","$187,500","$2,000,000",-,-,-,"($24,350,000)",15137500.0,8.65
23184,2017,washington-redskins,56,PryorTerrelle Pryor ,WR,"$3,000,000","$3,000,000",-,-,-,-,-,"($6,000,000)",6000000.0,3.43
23185,2017,washington-redskins,57,ReedJordan Reed ,TE,"$3,750,000","$1,800,000","$187,500",-,-,-,-,"($10,950,000)",5737500.0,3.28
23186,2017,washington-redskins,58,LauvaoShawn Lauvao ,G,"$4,000,000","$1,000,000",-,-,-,-,-,"($5,000,000)",5000000.0,2.86
23187,2017,washington-redskins,59,ThompsonChris Thompson ,RB,"$1,506,800","$1,000,000",-,-,-,-,-,"($4,506,800)",2506800.0,1.43
23188,2017,washington-redskins,60,AllenJonathan Allen ,DE,"$389,294","$1,643,432",-,-,-,-,-,"($11,596,376)",2032726.0,1.16
23189,2017,washington-redskins,61,FosterMason Foster ,ILB,"$1,225,000","$175,000",-,-,-,-,"$600,000","($1,400,000)",2000000.0,1.14
23190,2017,washington-redskins,62,LongSpencer Long ,C,"$1,787,000","$153,450",-,-,"$10,000",-,-,"($163,450)",1950450.0,1.11
23191,2017,washington-redskins,63,ComptonWill Compton ,ILB,"$1,797,000",-,-,-,-,-,-,-,1797000.0,1.03
23192,2017,washington-redskins,64,MurphyTrent Murphy ,OLB,"$787,591","$393,236",-,-,-,-,-,"($393,236)",1180827.0,0.67
23193,2017,washington-redskins,65,CarterChris Carter ,ILB,"$775,000","$80,000",-,-,-,-,-,"($855,000)",695000.0,0.40
23194,2017,washington-redskins,66,ClemmingsT.J. Clemmings ,RT,"$615,000",-,-,-,-,-,-,-,615000.0,0.35
23195,2017,washington-redskins,67,NicholsonMontae Nicholson ,S,"$451,235","$154,723",-,-,-,-,-,"($618,892)",605958.0,0.35
23196,2017,washington-redskins,68,KelleyRob Kelley ,RB,"$467,121","$1,000",-,-,-,-,-,"($2,000)",468120.0,0.27
23197,2017,washington-redskins,69,TaylorPhil Taylor ,DT,"$775,000",-,-,-,-,-,-,-,378000.0,0.22
23198,2017,washington-redskins,70,MarshallKeith Marshall ,RB,"$348,000","$16,387",-,-,-,-,-,"($49,163)",364387.0,0.21
23199,2017,washington-redskins,71,BowenKevin Bowen ,T,"$348,000","$2,333",-,-,-,-,-,"($4,668)",350333.0,0.20
23200,2017,washington-redskins,72,JonesArthur Jones ,DT,"$476,471",-,-,-,-,-,-,-,325588.0,0.19
23201,2017,washington-redskins,73,MarshallByron Marshall ,RB,"$222,353",-,-,-,-,-,-,-,222352.0,0.13
23202,2017,washington-redskins,74,DanielsLeShun Daniels ,RB,"$164,118",-,-,-,-,-,-,-,164118.0,0.09
23203,2017,washington-redskins,76,CravensSu'a Cravens,S,-,"$355,630",-,-,-,-,-,"($1,718,300)",355630.0,0.20
23204,2017,washington-redskins,78,RyanShakeir Ryan,WR,"$100,800",-,-,-,-,-,-,-,100800.0,0.06
23205,2017,washington-redskins,79,ReynoldsKeenan Reynolds,WR,"$57,600",-,-,-,-,-,-,-,57600.0,0.03
23206,2017,washington-redskins,81,CulliverChris Culliver,CB,-,"$2,500,000",-,-,-,-,-,-,2500000.0,1.43
23207,2017,washington-redskins,82,PaeaStephen Paea,DT,-,"$2,500,000",-,-,-,-,-,-,2500000.0,1.43
23208,2017,washington-redskins,83,BrutonDavid Bruton,SS,-,"$1,666,668",-,-,-,-,-,-,1666668.0,0.95
23209,2017,washington-redskins,84,JacksonDeSean Jackson,WR,-,"$1,250,000",-,-,-,-,-,-,1250000.0,0.71
23210,2017,washington-redskins,85,Jean FrancoisRicky Jean Francois,DT,-,"$1,000,000",-,-,-,-,-,-,1000000.0,0.57
23211,2017,washington-redskins,86,LichtensteigerKory Lichtensteiger,C,-,"$550,000",-,-,-,-,-,-,550000.0,0.31
23212,2017,washington-redskins,87,BrownMack Brown,RB,"$254,120",-,-,-,-,-,-,-,254120.0,0.15
23213,2017,washington-redskins,88,McClureStefan McClure,S,"$246,177",-,-,-,-,-,-,-,246177.0,0.14
23214,2017,washington-redskins,89,CatalinaTyler Catalina,T,"$218,824","$5,000",-,-,-,-,-,-,223824.0,0.13
23215,2017,washington-redskins,90,RoseNick Rose,K,"$191,471",-,-,-,-,-,-,-,191471.0,0.11
23216,2017,washington-redskins,91,IoannidisMatthew Ioannidis,DE,-,"$183,672",-,-,-,-,-,-,183672.0,0.10
23217,2017,washington-redskins,92,JonesMatt Jones,RB,-,"$149,854",-,-,"$10,000",-,-,-,159854.0,0.09
